AUNumber,PubSchOrBranchNumber,NCESIdNumber,AddressLine1,AddressLine2,AddressCity,AddressStatePostalCd,AddressZipCd,AddressZipCdP4,AgencyTypeDesc,LocaleCodeFK
424152159,0,NULL,"323 E Gay St                  ","                              ","West Chester                  ",PA,19380,"    ",PRIVLIC,NULL
424152199,0,NULL,319 Westtown Road,Unit A,West Chester,PA,19382,"    ",PRIVLIC,NULL
424152979,0,NULL,,194 Exton Square Mall,Exton,PA,19341,2440,PRIVLIC,NULL
424153129,0,NULL,442 Creamery Way (FedEx Ground Term),,Exton,PA,19341,"    ",PRIVLIC,NULL
424154099,0,NULL,148 Church Road,,Elverson,PA,19520,"    ",PRIVLIC,NULL
424154104,0,"213011 ",1145 King Road,,Immaculata,PA,19345,0702,PRIVCOLL,NULL
424155049,0,NULL,625 West Ridge Pike Ste C104,,Conshohocken,PA,19428,"    ",PRIVLIC,NULL
424155101,0,"213598 ",1579 Baltimore Pike,,Lincoln University,PA,19352,0999,STRELU,NULL
424155949,0,"213288 ",PO Box 759 2550 Eisenhower Ave,"                              ","Valley Forge                  ",PA,19482,"    ",PRIVLIC,NULL
424157239,0,NULL,750 Pennsylvania Drive,,Exton,PA,19341,"    ",PRIVLIC,NULL
424157419,0,"215512 ","218 Exton Square Mall         ","                              ","Exton                         ",PA,19341,"    ",PRIVLIC,NULL
424158039,0,NULL,"6 Dickinson Drive, Suite 116",,Chadds Ford,PA,19317,"    ",PRIVLIC,NULL
424158169,0,NULL,90 Gibraltar Road,,Reading,PA,19606,"    ",PRIVLIC,NULL
424158209,0,NULL,1522 Chestnut St,Division of Massage Therapy,Philadelphia,PA,19102,2701,PRIVLIC,NULL
424159000,0,"216764 ",700 S. High Street,,West Chester,PA,19383,"    ",STUNIV,NULL
424159109,0,NULL,"Rd #5                         ","                              ","West Chester                  ",PA,19382,"    ",PRIVLIC,NULL
424159149,0,NULL,403 Gordon Drive,Unit D,Exton,PA,19341,"    ",PRIVLIC,NULL
424159284,0,"216542 ","1401 Charlestown Road         ","                              ","Phoenixville                  ",PA,19460,"    ",PRIVCOLL,NULL
424159989,0,NULL,"Suite 105                     ","808 Valley Forge Road         ","Phoenixville                  ",PA,19460,"    ",PRIVLIC,NULL
425000049,0,"196468 ",525 W 120th St,,New York,NY,10027,"    ",NULL,NULL
425000704,0,"450216 ",14141 Airline Highway- Suite 101,,Baton Rouge,LA,70817,"    ",NULL,NULL
425001411,0,"430810 ",148 Concord St,,Manchester,NH,03104,4858,NULL,NULL
425001955,0,"102580 ",College Rd,,Glennallen,AK,99588,"    ",NULL,NULL
425002233,0,"151360 ",3400 Broadway,,Gary,IN,46408,1197,NULL,NULL
425002287,0,"168342 ",880 Main St,,Williamstown,MA,01267,"    ",NULL,NULL
425002584,0,"218441 ",7801 N. Tigerville Road,,Tigerville,SC,29688,1892,NULL,NULL
425003824,0,"237792 ",301 N. King St,,Shepherdstown,WV,25443,3210,NULL,NULL
425003834,0,"243142 ",Carretera 887 Bo San Anton,,Carolina,PR,00984,4800,NULL,NULL
425004552,0,"117946 ",One Lmu Drive,,Los Angeles,CA,90045,2659,NULL,NULL
425004608,0,"443924 ",10800 Financial Centre Pkwy,,Little Rock,AR,72211,3552,NULL,NULL
425004680,0,"170037 ",1001 E Beltline Ave NE,,Grand Rapids,MI,49525,5897,NULL,NULL
425004748,0,"168263 ",577 Western Ave,,Westfield,MA,01086,1630,NULL,NULL
425004775,0,"130776 ",181 White Street,,Danbury,CT,06810,6826,NULL,NULL
425004988,0,"444158 ",4435 N Chestnut- Suite E,,Colorado Springs,CO,80907,"    ",NULL,NULL
425005372,0,"150774 ",54515 State Road 933 North,,Notre Dame,IN,46556,0308,NULL,NULL
425005402,0,"125480 ",9800 S. La Cienega Blvd. 12th Floor,,Inglewood,CA,90301,"    ",NULL,NULL
425005790,0,"450289 ",721 Eastgate Loop Rd.,,Chattanooga,TN,37411,"    ",NULL,NULL
425005949,0,"167455 ",400 Heath St,,Chestnut Hill,MA,02467,"    ",NULL,NULL
425006010,0,"439817 ",2265 Westside Dr,,Rochester,NY,14624,"    ",NULL,NULL
425006851,0,"189848 ",22 Sullivan St,,Cazenovia,NY,13035,"    ",NULL,NULL
425007164,0,"134811 ",1501 Biscayne Boulevard,,Miami,FL,33132,1418,NULL,NULL
425007620,0,"145646 ",1312 N Park St,,Bloomington,IL,61702,2900,NULL,NULL
425007628,0,"196237 ",223 Store Hill Rd,,Old Westbury,NY,11568,0210,NULL,NULL
425008303,0,"198969 ",5400 Ramsey St,,Fayetteville,NC,28311,1420,NULL,NULL
425008387,0,"120883 ",3601 Pacific Ave,,Stockton,CA,95211,0197,NULL,NULL
425008717,0,"174747 ",37 S. College Ave.,,Saint Joseph,MN,56374,"    ",NULL,NULL
425009103,0,"177986 ",1851 Schoettler Rd,,Chesterfield,MO,63017,5529,NULL,NULL
425009985,0,"129534 ",33 Prospect Hill Rd,,Cromwell,CT,06416,2005,NULL,NULL
425230109,0,NULL,136 Commons Court,,Chadds Ford,PA,19317,"    ",PRIVLIC,NULL
425230269,0,"210526 ","63 West Lancaster Avenue      ","                              ","Ardmore                       ",PA,19003,"    ",PRIVLIC,NULL
425230414,0,"210809 ","270 Bryn Mawr Avenue          ","                              ","Bryn Mawr                     ",PA,19010,"    ",PRIVCOLL,NULL
425230569,0,"213738 ","1768 Markley Street           ","                              ","Norristown                    ",PA,19401,"    ",PRIVLIC,NULL
425230759,0,"408464 ","                              ","10 W Baltimore Pk Ste 106     ","Lansdowne                     ",PA,19050,"    ",PRIVLIC,NULL
425230904,0,"211352 ",610 King of Prussia Road,,Radnor,PA,19087,3698,PRIVCOLL,NULL
425231019,0,NULL,"                              ","3 South State Street          ","Upper Darby                   ",PA,19082,"    ",PRIVLIC,NULL
425231089,0,NULL,"129 Locksley Road, PO Box 86  ","                              ","Cheyney                       ",PA,19319,"    ",AO,NULL
425231169,0,NULL,320 MacDade Boulevard,Suite 103,Collingdale,PA,19023,"    ",PRIVLIC,NULL
425231289,0,NULL,"1116 Meetinghouse Road        ","                              ","Boothwyn                      ",PA,19061,"    ",PRIVLIC,NULL
425231307,0,"213312 ","400 S State Rd, Marple Crossroads",,Springfield,PA,19064,"    ",PRIVLIC,NULL
425231320,0,"211608 ",1837 University Circle,PO Box 200,Cheyney,PA,19319,0200,STUNIV,NULL
425231457,0,"213695 ","67 Long Lane                  ","                              ","Upper Darby                   ",PA,19082,"    ",PRIVLIC,NULL
425231877,0,"214582 ",800 Manchester Avenue,,Media,PA,19063,4098,PRIVTWO,NULL
425232179,0,NULL,295 Old Eagle School Rd,,Wayne,PA,19087,"    ",PRIVLIC,NULL
425232199,0,NULL,"1505 Chester Pike             ","                              ","Folcroft                      ",PA,19032,"    ",PRIVLIC,NULL
425232229,0,NULL,20 South 69th Street,,Upper Darby,PA,19082,"    ",PRIVLIC,NULL
425232404,0,"212133 ",1300 Eagle Road,,St Davids,PA,19087,3696,PRIVCOLL,NULL
425232404,39,NULL,4261 North 5th Street,,Philadelphia,PA,19104,"    ",PRIVCOLL,NULL
425232502,0,"211927 ",901 South Media Line Road,,Media,PA,19063,1094,CC,NULL
425232509,0,"211936 ","615 Avenue of the States      ","                              ","Chester                       ",PA,19013,"    ",PRIVLIC,NULL
425232607,0,"216940 ",106 South New Middletown Road,,Media,PA,19063,5299,OTHERAPRV,NULL
425232639,0,"211990 ","45-47 Garrett Road            ","                              ","Upper Darby                   ",PA,19082,"    ",PRIVLIC,NULL
425232979,0,NULL,"Suite 120                     ","67 Long Lane                  ","Upper Darby                   ",PA,19082,"    ",PRIVLIC,NULL
425235679,0,"213109 ","3544 West Chester Pike        ","                              ","Newtown Square                ",PA,19073,"    ",PRIVLIC,NULL
425235709,0,NULL,"41 B Garrett Road             ","                              ","Upper Darby                   ",PA,19082,"    ",PRIVLIC,NULL
425236149,0,NULL,"Unlimited Inc                 ","374 Clifton Ave               ","Clifton                       ",NJ,07011,"    ",AO,NULL
425236454,0,"214272 ",One Neumann Drive,,Aston,PA,19014,1298,PRIVCOLL,NULL
425237199,0,NULL,"110 Gallagher Road            ","                              ","Wayne                         ",PA,19087,"    ",PRIVLIC,NULL
425237319,0,NULL,7100 West Chester Pike,,Upper Darby,PA,19082,"    ",PRIVLIC,NULL
425237369,0,"215433 ",6800 Market Street,,Upper Darby,PA,19082,"    ",PRIVLIC,NULL
425237589,0,"215646 ",1991 Sproul Rd Ste 42,Lawrence Park Shopping Center,Broomall,PA,19008,"    ",PRIVLIC,NULL
425237669,0,"250294 ","2210 West Chester Pike        ","                              ","Broomall                      ",PA,19008,"    ",PRIVLIC,NULL
425237859,0,NULL,"373 Baltimore Pike            ","                              ","Springfield                   ",PA,19064,"    ",PRIVLIC,NULL
425237899,0,"216029 ","2800 Edgmont Avenue           ","                              ","Parkside                      ",PA,19015,"    ",PRIVLIC,NULL
425237909,0,"216092 ","111 Elwyn Road                ","                              ","Elwyn                         ",PA,19063,"    ",PRIVLIC,NULL
425238149,0,NULL,501 Seminole Street,,Lester,PA,19029,"    ",PRIVLIC,NULL
425238209,0,NULL,"41B Garrett Road              ","                              ","Upper Darby                   ",PA,19082,"    ",PRIVLIC,NULL
425238229,0,NULL,125 E. County Line Road,,Ardmore,PA,19003,"    ",PRIVLIC,NULL
425238909,0,"376109 ",645 Penn Street 3rd Floor,,Reading,PA,19601,"    ",PRIVLIC,NULL
425238929,0,NULL,"6198 Butler Pike, Suite 210   ","                              ","Blue Bell                     ",PA,19422,"    ",PRIVLIC,NULL
425239049,0,NULL,46A Garrett Road,,Upper Darby,PA,19082,"    ",PRIVLIC,NULL
425239104,0,"216287 ",500 College Ave,,Swarthmore,PA,19081,1397,PRIVCOLL,NULL
425239309,0,NULL,"1600 Calcon Hook Road, Bldg#14",,Sharon Hill,PA,19079,"    ",PRIVLIC,NULL
425239319,0,NULL,8400 West Chester Pike,,Upper Darby,PA,19082,"    ",PRIVLIC,NULL
425239354,0,"216597 ",800 E. Lancaster Avenue,,Villanova,PA,19085,1699,PRIVCOLL,NULL
425239506,0,"216551 ",1001 Eagle Road,,Wayne,PA,19087,3695,PRIVTWO,NULL
425239534,0,"216852 ",One University Place,,Chester,PA,19013,5792,PRIVCOLL,NULL
425239534,1000,"402828 ",3800 Vartan Way,PO Box 69382,Harrisburg,PA,17106,9382,PRIVCOLL,NULL
425239729,0,NULL,"                              ","1999 Sproul Road S-16         ","Broomall                      ",PA,19008,"    ",PRIVLIC,NULL
426000885,0,"392840 ",2298 Rosa L Parks Blvd,,Nashville,TN,37228,"    ",NULL,NULL
426001149,0,"176372 ",118 College Drive # 0001,,Hattiesburg,MS,39406,0001,NULL,NULL
426001491,0,"243081 ",Urb Industrial Reparada Marginal St Lot 2,,Ponce,PR,00732,"    ",NULL,NULL
426001946,0,"163295 ",1300 Mount Royal Ave,,Baltimore,MD,21217,4134,NULL,NULL
426002058,0,"449339 ",111 W Congress St,,Charles Town,WV,25414,"    ",NULL,NULL
426002735,0,"459657 ",921 W Belt Line Rd Ste 181,,DeSoto,TX,75115,"    ",NULL,NULL
426002795,0,"112394 ",1175 Bordeaux  Drive,,Sunnyvale,CA,94089,"    ",NULL,NULL
426002878,0,"174507 ",2501 W 84th St,,Bloomington,MN,55431,"    ",NULL,NULL
426003664,0,"459727 ",1317 N Crescent Heights,,Los Angeles,CA,90046,"    ",NULL,NULL
426003801,0,"433536 ",2500 Williams Blvd,,Kenner,LA,70062,"    ",NULL,NULL
426003815,0,"102632 ",11120 Glacier Highway,,Juneau,AK,99801,8697,NULL,NULL
426003842,0,"172866 ",1101 E. 78th Street- Suite 100,,Minneapolis,MN,55420,1554,NULL,NULL
426003956,0,"114734 ",1712 Euclid Ave,,Berkeley,CA,94709,1208,NULL,NULL
426004341,0,"458511 ",415 E 68th St,,New York,NY,10065,"    ",NULL,NULL
426004439,0,"167394 ",291 Springfield St,,Chicopee,MA,01013,"    ",NULL,NULL
426004641,0,"408844 ",4425 West 20 Avenue,,Hialeah,FL,33012,"    ",NULL,NULL
426004736,0,"162210 ",7600 Flower Ave,,Takoma Park,MD,20912,"    ",NULL,NULL
426005011,0,"201061 ",1212 Jackson Street,,Cincinnati,OH,45202,1706,NULL,NULL
426005042,0,"181738 ",3800 S 48th Street,,Lincoln,NE,68506,"    ",NULL,NULL
426005071,0,"237385 ",200 High Street,,Glenville,WV,26351,1292,NULL,NULL
426006843,0,"165699 ",376 Hale Street,,Beverly,MA,01915,"    ",NULL,NULL
426007008,0,"218663 ",,,Columbia,SC,29208,"    ",NULL,NULL
426007295,0,"150145 ",1001 Bethel Circle,,Mishawaka,IN,46545,5591,NULL,NULL
426007372,0,"229814 ",2501 4th Ave,,Canyon,TX,79016,0001,NULL,NULL
426007471,0,"409616 ",Ten Metacom Ave,,Bristol,RI,02809,5171,NULL,NULL
426008567,0,"448752 ",3645 Citadel Drive South,,Colorado Springs,CO,80909,"    ",NULL,NULL
426008586,0,"230995 ",158 Harmon Drive,,Northfield,VT,05663,1035,NULL,NULL
426008613,0,"444778 ",3117 Whiting Ave,,Charlotte,NC,28205,1648,NULL,NULL
426008969,0,"232016 ",2697 Dean Dr Ste 100,,Virginia Beach,VA,23452,7431,NULL,NULL
426009535,0,"126614 ",Regent Drive at Broadway,,Boulder,CO,80309,0017,NULL,NULL
426009616,0,"173683 ",15251 Pleasant Valley Rd,,Center City,MN,55012,0011,NULL,NULL
426009791,0,"454829 ",720 S Colorado Blvd Ste 1150N,,Denver,CO,80246,"    ",NULL,NULL
426009950,0,"448479 ",6359 Miller Road,,Swartz Creek,MI,48473,"    ",NULL,NULL
426510019,0,"249584 ","2648 South Darian Street      ","                              ","Philadelphia                  ",PA,19148,"    ",PRIVLIC,NULL
426510029,0,NULL,"162 W Chelten Avenue          ","                              ","Philadelphia                  ",PA,19144,"    ",PRIVLIC,NULL
426510049,0,NULL,"4400 West Girard Avenue       ","                              ","Philadelphia                  ",PA,19104,"    ",PRIVLIC,NULL
426510059,0,"214023 ",4322 N. 5th Street,,Philadelphia,PA,19140,"    ",PRIVLIC,NULL
426510069,0,NULL,"1125 East Stafford Street     ","                              ","Philadelphia                  ",PA,19138,"    ",AO,NULL
426510069,100,NULL,"401 North Broad Street        ","                              ","Philadelphia                  ",PA,19131,"    ",PRIVLIC,NULL
426510099,0,"249575 ",1920 Chestnut Street 4th Floor,"                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426510109,0,NULL,"2801-15 Frankford Avenue      ","Frankford Ave and Somerset St ","Philadelphia                  ",PA,19134,"    ",PRIVLIC,NULL
426510137,0,"210836 ","1614-16 Orthodox Street       ","                              ","Philadelphia                  ",PA,19124,"    ",PRIVLIC,NULL
426510139,0,NULL,519 South 4th Street,,Philadelphia,PA,19147,"    ",PRIVLIC,NULL
426510157,0,"210942 ",1622 Chestnut Street,,Philadelphia,PA,19103,5198,PRIVCOLL,NULL
426510159,0,"210508 ","1920 Spruce Street            ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426510207,0,"211112 ",1901 West Girard Avenue,,Philadelphia,PA,19130,"    ",PRIVLIC,NULL
426510259,0,"210517 ","1211 Chestnut Streets         ","                              ","Philadelphia                  ",PA,19107,"    ",PRIVLIC,NULL
426510299,0,NULL,"                              ","2708 Commerce Way             ","Philadelphia                  ",PA,19154,"    ",PRIVLIC,NULL
426510329,0,NULL,"209 Chestnut Street           ","                              ","Philadelphia                  ",PA,19106,"    ",PRIVLIC,NULL
426510339,0,"375948 ","11000 Roosevelt Blvd, Ste 200",,Philadelphia,PA,19116,"    ",PRIVLIC,NULL
426510359,0,"210544 ","4725 Chestnut Street          ","                              ","Philadelphia                  ",PA,19139,"    ",PRIVLIC,NULL
426510399,0,NULL,"Suite 1127                    ","1700 Walnut Street            ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426510419,0,NULL,4153 Lancaster Avenue,,Philadelphia,PA,19104,"    ",PRIVLIC,NULL
426510444,0,"210000 ","1811 Spring Garden Street     ","                              ","Philadelphia                  ",PA,19130,"    ",PRIVCOLL,NULL
426510459,0,NULL,1417 North 2nd Street,,Philadelphia,PA,19122,"    ",PRIVLIC,NULL
426510479,0,"249618 ","716 South Second Street       ","                              ","Philadelphia                  ",PA,19147,"    ",PRIVLIC,NULL
426510509,0,"210793 ","2nd Floor                     ","1212 Chestnut Street          ","Philadelphia                  ",PA,19107,"    ",PRIVLIC,NULL
426510559,0,"249636 ",2375 Welsh Road,,Philadelphia,PA,19114,"    ",PRIVLIC,NULL
426510589,0,"249645 ","PO Box 27488                  ","1613 Wadsworth Avenue         ","Philadelphia                  ",PA,19118,"    ",PRIVLIC,NULL
426510613,0,NULL,5900A Greene Street,,Philadelphia,PA,19144,"    ",PRIVLIC,NULL
426510654,0,NULL,3620 Walnut Street,,Philadelphia,PA,19104,"    ",OTHCU,NULL
426510659,0,NULL,"1520 Locust Street, 11th Floor",,Philadelphia,PA,19102,"    ",PRIVLIC,NULL
426510719,0,NULL,"5312 Germantown Avenue, 1st Floor",,Philadelphia,PA,19144,"    ",PRIVLIC,NULL
426510759,0,NULL,120 South 30th Street,,Philadelphia,PA,19104,3403,PRIVLIC,NULL
426510819,0,NULL,442 East Girard Avenue,,Philadelphia,PA,19125,"    ",PRIVLIC,NULL
426510959,0,NULL,1617 JFK Boulevard,Ste 440  One Penn Center,Philadelphia,PA,19103,"    ",PRIVLIC,NULL
426511019,0,NULL,"                              ","2011 Wood Haven Road          ","Philadelphia                  ",PA,19116,"    ",PRIVLIC,NULL
426511019,1,NULL,"401 North Broad Street, 1st FL","                              ","Philadelphia                  ",PA,19108,"    ",PRIVLIC,NULL
426511019,2,NULL,"7216 Germantown Avenue        ","                              ","Philadelphia                  ",PA,19119,"    ",PRIVLIC,NULL
426511029,0,NULL,9857 Bustleton Avenue,,Philadelphia,PA,19115,"    ",PRIVLIC,NULL
426511039,0,NULL,910 East Church Lane,,Philadelphia,PA,19138,"    ",PRIVLIC,NULL
426511049,0,NULL,1219 Vine Street,,Philadelphia,PA,19107,"    ",PRIVLIC,NULL
426511089,0,NULL,"Suite 457                     ","4601 Market Street            ","Philadelphia                  ",PA,19139,"    ",PRIVLIC,NULL
426511107,0,"212993 ","The Bourse, Suite 300,",111 S. Independence Mall East,Philadelphia,PA,19106,"    ",PRIVCOLL,NULL
426511109,0,NULL,2880 Comly Road,,Philadelphia,PA,19154,"    ",PRIVLIC,NULL
426511119,0,NULL,520 North Delaware Avenue,,Philadelphia,PA,19123,"    ",PRIVLIC,NULL
426511129,0,NULL,"42 S 15th St, Suite 1600",,Philadelphia,PA,19102,"    ",PRIVLIC,NULL
426511139,0,NULL,7446 D Ogontz Avenue,,Philadelphia,PA,19138,"    ",PRIVLIC,NULL
426511149,0,NULL,Philadelphia University,School House Lane & Henry Ave,Philadelphia,PA,19144,5497,OTHCU,NULL
426511159,0,"249724 ","Ardmore Plz, 22 Greenfield Ave",,Ardmore,PA,19003,"    ",PRIVLIC,NULL
426511169,0,NULL,714 Market St Ste 300,,Philadelphia,PA,19106,"    ",PRIVLIC,NULL
426511179,0,NULL,6950 Germantown Avenue,,Philadelphia,PA,19119,"    ",PRIVLIC,NULL
426511189,0,NULL,426 East Allegheny Avenue,2nd Floor,Philadelphia,PA,19134,"    ",PRIVLIC,NULL
426511199,0,NULL,10108 Bustleton Ave,,Philadelphia,PA,19116,"    ",PRIVLIC,NULL
426511209,0,NULL,990 Buttonwood Street,,Philadelphia,PA,19123,"    ",PRIVLIC,NULL
426511219,0,NULL,1901 W. Girard Avenue,,Philadelphia,PA,19130,"    ",PRIVLIC,NULL
426511229,0,NULL,"2116 E Haines St              ","                              ","Philadelphia                  ",PA,19138,"    ",PRIVLIC,NULL
426511239,0,NULL,"2200 Michener St Ste 11       ","and Training Inc              ","Philadelphia                  ",PA,19115,"    ",PRIVLIC,NULL
426511239,1,NULL,6701 Frankfort Ave.,,Philadelphia,PA,19135,"    ",PRIVLIC,NULL
426511249,0,NULL,"                              ","1601 Walnut Street Suite 1207 ","Philadelphia                  ",PA,19102,"    ",PRIVLIC,NULL
426511259,0,NULL,"1516 Spruce Street            ","                              ","Philadelphia                  ",PA,19102,"    ",PRIVLIC,NULL
426511269,0,NULL,7216 Germantown Avenue,,Philadelphia,PA,19119,"    ",PRIVLIC,NULL
426511279,0,NULL,"1700 Market Street, Ste 2715  ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426511289,0,NULL,"Alternative Solution Lab Inc  ","14200 Bustleton Ave Ste 3     ","Philadelphia                  ",PA,19116,"    ",PRIVLIC,NULL
426511299,0,NULL,"9998 Global Road              ","                              ","Philadelphia                  ",PA,19115,"    ",PRIVLIC,NULL
426511304,0,"211583 ",9601 Germantown Avenue,,Philadelphia,PA,19118,2693,PRIVCOLL,NULL
426511309,0,NULL,1701 Walnut Street,,Philadelphia,PA,19103,"    ",PRIVLIC,NULL
426511359,0,"419341 ",1212 South Broad Street,,Philadelphia,PA,19146,"    ",PRIVLIC,NULL
426511379,0,"427423 ",2251 Fraley Street,,Philadelphia,PA,19137,"    ",PRIVLIC,NULL
426511437,0,"213701 ","D Street South of Erie Avenue ","                              ","Philadelphia                  ",PA,19134,"    ",PRIVLIC,NULL
426511454,0,"211705 ","1811 Spring Garden Street     ","                              ","Philadelphia                  ",PA,19130,"    ",PRIVCOLL,NULL
426511469,0,NULL,"511 N. Broad Street           ","Suite 2000                    ","Philadelphia                  ",PA,19123,"    ",PRIVLIC,NULL
426511509,0,"211219 ","Robert Morris Building        ","17th and Arch Streets         ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426511537,0,"213899 ",512-20 South Broad Street,,Philadelphia,PA,19146,1613,PRIVLIC,NULL
426511604,0,"211893 ",1726 Locust Street,,Philadelphia,PA,19103,"    ",PRIVCOLL,NULL
426511657,0,"214236 ","801 Arch Street 4th Floor     ","                              ","Philadelphia                  ",PA,19107,"    ",PRIVLIC,NULL
426511759,0,"211495 ","714 Market St, 4th FL, Ste 433",,Philadelphia,PA,19106,"    ",PRIVLIC,NULL
426511887,0,"215187 ","928 Market Street             ","                              ","Philadelphia                  ",PA,19107,"    ",PRIVLIC,NULL
426511907,0,"215178 ","1724 Chestnut Street          ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426512002,0,"215239 ",1700 Spring Garden Street,,Philadelphia,PA,19130,3991,CC,NULL
426512103,0,"212054 ",3141 Chestnut Street,,Philadelphia,PA,19104,2887,PRIVSTAID,NULL
426512149,0,"249760 ","7827 Old York Road            ","                              ","Elkins Park                   ",PA,19117,"    ",AO,NULL
426512149,100,NULL,"1226 East Hunting Park Avenue ","                              ","Philadelphia                  ",PA,19124,"    ",PRIVLIC,NULL
426512159,0,NULL,Smylie Times Building,"2607 Rhawn Street, 4th Floor",Philadelphia,PA,19152,"    ",PRIVLIC,NULL
426512169,0,NULL,340 N. 12th Street,Ste. 400,Philadelphia,PA,19107,"    ",PRIVLIC,NULL
426512189,0,NULL,"                              ","4026 Woodhaven Road           ","Philadelphia                  ",PA,19154,"    ",PRIVLIC,NULL
426512209,0,"211769 ","University Center             ","3600 Market Street            ","Philadelphia                  ",PA,19104,"    ",PRIVLIC,NULL
426512219,0,NULL,8120 Bustleton Avenue,,Philadelphia,PA,19152,"    ",PRIVLIC,NULL
426512229,0,NULL,"12018 Bustleton Avenue, 1st Floor",,Philadelphia,PA,19116,"    ",PRIVLIC,NULL
426512249,0,NULL,117 S. 19th Street,Suite 300,Philadelphia,PA,19103,"    ",PRIVLIC,NULL
426512257,0,"216375 ","401 N Broad St                ","                              ","Philadelphia                  ",PA,19108,"    ",PRIVLIC,NULL
426512259,0,"211839 ","4 Penn Center Plaza Suite 600 ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426512279,0,"422561 ",Warminster Square Shopping Center,1507 West Street Road,Warminster,PA,18974,"    ",PRIVLIC,NULL
426512289,0,"249779 ","1845 Walnut St, 7th FL",,Philadelphia,PA,19103,4707,PRIVLIC,NULL
426512329,0,NULL,"1118 Market Street            ","                              ","Philadelphia                  ",PA,19107,"    ",PRIVLIC,NULL
426512409,0,"211857 ","9 South 12th Street           ","                              ","Philadelphia                  ",PA,19107,"    ",PRIVLIC,NULL
426512559,0,"211954 ",3330 Grant Avenue,Grant Academy Shopping Ctr,Philadelphia,PA,19114,"    ",PRIVLIC,NULL
426513049,0,NULL,6761 Germantown Avenue,,Philadelphia,PA,19119,"    ",PRIVLIC,NULL
426513109,0,"212470 ","1622 Chestnut Street          ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426513219,0,NULL,1628 JFK Blvd,8 Penn Center Ste 1201,Philadelphia,PA,19103,"    ",PRIVLIC,NULL
426513229,0,NULL,4000 Powelton Avenue,,Philadelphia,PA,19104,"    ",PRIVLIC,NULL
426513289,0,NULL,6780-82 Market Street,,Upper Darby,PA,19082,"    ",PRIVLIC,NULL
426513319,0,NULL,14420 Townsend Road,Suite C,Philadelphia,PA,19154,"    ",PRIVLIC,NULL
426513324,0,"212771 ",7605 Old York Road,,Melrose Park,PA,19027,3010,PRIVCOLL,NULL
426513603,0,"212841 ",245 N. 15th Street,Mail Stop 490,Philadelphia,PA,19102,1192,PRIVSTAID,NULL
426514004,0,"212984 ",9801 Frankford Avenue,,Philadelphia,PA,19114,"    ",PRIVCOLL,NULL
426514199,0,NULL,2180 Hornig Rd Bldg A,,Philadelphia,PA,19116,"    ",PRIVLIC,NULL
426514209,0,NULL,3600 Market Street,,Philadelphia,PA,19104,"    ",PRIVLIC,NULL
426514804,0,"213367 ",1900 West Olney Avenue,,Philadelphia,PA,19141,1199,PRIVCOLL,NULL
426515049,0,NULL,8400 Pine Rd,,Philadelphia,PA,19111,"    ",PRIVLIC,NULL
426515069,0,NULL,The Ellington-Lower Level,1500 Chestnut Street,Philadelphia,PA,19102,"    ",PRIVLIC,NULL
426515119,0,NULL,11000 Roosevelt Boulevard,(Inside World Gym),Philadelphia,PA,19116,"    ",PRIVLIC,NULL
426515129,0,NULL,"1 Penn Blvd, Ste 1119",1st Floor - Wister South,Philadelphia,PA,19144,"    ",PRIVLIC,NULL
426515179,0,NULL,600 East Cathedral Road,,Philadelphia,PA,19128,"    ",PRIVLIC,NULL
426515179,1,NULL,"11600 B Roosevelt Blvd        ","                              ","Philadelphia                  ",PA,19116,"    ",PRIVLIC,NULL
426515199,0,NULL,2100 West Girard Avenue,,Philadelphia,PA,19146,"    ",PRIVLIC,NULL
426515229,0,NULL,"1617 JFK Boulevard            ","1 Penn Center, Suite 1780     ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426515239,0,NULL,"525 S 4th St, Ste #370",,Philadelphia,PA,19147,"    ",PRIVLIC,NULL
426515405,0,"213640 ",7301 Germantown Avenue,,Philadelphia,PA,19119,1794,THEO,NULL
426515559,0,NULL,"511-19 North Broad Street     ","                              ","Philadelphia                  ",PA,19123,"    ",PRIVLIC,NULL
426515569,0,"249867 ","119 S 31st Street             ","                              ","Philadelphia                  ",PA,19104,"    ",PRIVLIC,NULL
426515639,0,"246123 ","1825 JFK Boulevard            ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426515659,0,"213066 ","2133 Arch Street              ","                              ","Philadelphia                  ",PA,19103,"    ",PRIVLIC,NULL
426515679,0,NULL,"500-06 North 6th Street       ","                              ","Philadelphia                  ",PA,19123,"    ",PRIVLIC,NULL
426515729,0,"249900 ","400 Market Street             ","                              ","Philadelphia                  ",PA,19106,"    ",PRIVLIC,NULL
426515759,0,"408570 ","7708 City Ave, Ste 200",,Philadelphia,PA,19151,"    ",PRIVLIC,NULL
